title,genres,averageRating,numVotes,releaseYear
Auntie Mame,"Comedy, Drama, Romance","7,9",13368,1958
Sonchiriya,"Action, Crime, Drama","7,9",13312,2019
Ankhon Dekhi,"Comedy, Drama","7,9",13251,2013
Cars of the Revolution,"Drama, History","7,9",13028,2008
The Sword of Doom,"Action, Drama","7,9",12622,1966
Winged Migration,Documentary,"7,9",12537,2001
Manam,"Comedy, Drama, Fantasy","7,9",12398,2014
Love Letter,"Drama, Romance","7,9",12206,1995
Big Deal on Madonna Street,"Comedy, Crime","7,9",12200,1958
The Book of Sun,Comedy,"7,9",12058,2020
"Goodbye, Mr. Chips","Drama, Romance","7,9",11976,1939
Microcosmos,Documentary,"7,9",11908,1996
Cría Cuervos,Drama,"7,9",11851,1976
Dragon,"Comedy, Drama, Romance","7,9",11801,2025
The Earrings of Madame De...,"Drama, Romance","7,9",11651,1953
The Song of Sparrows,"Drama, Family","7,9",11544,2008
Captains Courageous,"Adventure, Drama, Family","7,9",11458,1937
West of Memphis,"Crime, Documentary","7,9",11281,2012
The Face of Another,"Drama, Sci-Fi, Thriller","7,9",11225,1966
Deliver Us from Evil,"Crime, Documentary","7,9",11094,2006
The Devil and Daniel Johnston,"Biography, Documentary, Music","7,9",10768,2005
Bob Dylan: Dont Look Back,"Documentary, Music","7,9",10658,1967
The Trap,"Crime, Drama, Thriller","7,9",10632,2007
Salaam Bombay!,"Crime, Drama","7,9",10525,1988
Landscape in the Mist,Drama,"7,9",10412,1988
Anjaam Pathiraa,"Crime, Mystery, Thriller","7,9",10205,2020
Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi","7,8",999627,2015
The Hobbit: An Unexpected Journey,"Adventure, Fantasy","7,8",902746,2012
Captain America: Civil War,"Action, Sci-Fi","7,8",888870,2016
The Batman,"Action, Crime, Drama","7,8",870928,2022
The Social Network,"Biography, Drama","7,8",790468,2010
Dunkirk,"Action, Drama, History","7,8",773211,2017
Get Out,"Horror, Mystery, Thriller","7,8",759217,2017
Skyfall,"Action, Adventure, Thriller","7,8",750700,2012
Drive,"Action, Drama","7,8",735998,2011
The Hobbit: The Desolation of Smaug,"Adventure, Fantasy","7,8",731805,2013
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance","7,8",721538,2008
Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi","7,8",716480,2016
The Hateful Eight,"Crime, Drama, Mystery","7,8",691894,2015
Cast Away,"Adventure, Drama, Romance","7,8",665710,2000
The Notebook,"Drama, Romance","7,8",655479,2004
Nightcrawler,"Crime, Drama, Thriller","7,8",636941,2014
Back to the Future Part II,"Adventure, Comedy, Sci-Fi","7,8",597834,1989
The Bourne Identity,"Action, Mystery, Thriller","7,8",594797,2002
Everything Everywhere All at Once,"Action, Adventure, Comedy","7,8",580545,2022
Hot Fuzz,"Action, Comedy, Mystery","7,8",551853,2007
Edward Scissorhands,"Drama, Fantasy, Romance","7,8",546231,1990
Little Miss Sunshine,"Comedy, Drama","7,8",537403,2006
Big Hero 6,"Action, Adventure, Animation","7,8",529235,2014
The Girl with the Dragon Tattoo,"Crime, Drama, Mystery","7,8",513682,2011
The Big Short,"Biography, Comedy, Drama","7,8",511306,2015
Captain Phillips,"Action, Biography, Crime","7,8",507823,2013
Training Day,"Crime, Drama, Thriller","7,8",495931,2001
The Last Samurai,"Action, Drama","7,8",489038,2003
Predator,"Action, Adventure, Horror","7,8",477084,1987
American Gangster,"Biography, Crime, Drama","7,8",471628,2007
Ghostbusters,"Action, Comedy, Fantasy","7,8",470486,1984
The Breakfast Club,"Comedy, Drama","7,8",457315,1985
The Irishman,"Biography, Crime, Drama","7,8",453231,2019
